test_subject,clf,clf__C,clf__gamma,accuracy,balanced_accuracy,f1_macro,kappa,mcc,top2_acc,top3_acc,log_loss,n_test,n_estimators,max_depth,clf__hidden_layer_sizes,clf__alpha
S01,mlp,,,0.5077433628318584,0.494092867904132,0.4933074449969042,0.3803937152195376,0.39319711739572144,0.672566371681416,0.9303097345132744,4.074904424208612,904,,,"(64, 64)",0.001
S01,mlp,,,0.5918141592920354,0.598063957210786,0.607757903211514,0.4859021325191837,0.49485021863167233,0.7289823008849557,0.9258849557522124,4.173537596002151,904,,,"(128, 64)",0.0001
S01,mlp,,,0.5807522123893806,0.5818141286593078,0.5933523564040497,0.4717036991349668,0.48130661926358775,0.7378318584070797,0.9269911504424779,4.216811824729133,904,,,"(128, 64)",0.001
S01,ensemble_soft_best,,,0.6017699115044248,0.6061753995631518,0.6202402979591527,0.49739306629766,0.5055076521094405,0.7643805309734514,0.9314159292035398,1.0136184641224493,904,,,,
S03,svm_rbf,0.5,scale,0.698076923076923,0.5901950559609553,0.5657871068695544,0.5933807324027842,0.6111326649714905,0.8634615384615385,0.95,0.9972852280115002,1040,,,,
S03,svm_rbf,0.5,0.5,0.14326923076923076,0.22185792349726774,0.07854114255649337,0.03191532706706823,0.11581163300463225,0.4567307692307692,0.6153846153846154,1.5993464433151907,1040,,,,
S03,svm_rbf,0.5,2.0,0.35192307692307695,0.2,0.10412517780938832,0.0,0.0,0.4567307692307692,0.7423076923076923,1.575951756691065,1040,,,,
S03,svm_rbf,1.0,scale,0.6942307692307692,0.5863344052418339,0.5573628712929849,0.5888878391749912,0.6076867361921112,0.875,0.948076923076923,1.088013898479592,1040,,,,
S03,svm_rbf,1.0,0.5,0.13173076923076923,0.21530054644808744,0.06724618842581309,0.02228977751866168,0.09654556911006934,0.4567307692307692,0.7413461538461539,1.6016250194046533,1040,,,,
S03,svm_rbf,1.0,2.0,0.35192307692307695,0.2,0.10412517780938832,0.0,0.0,0.4567307692307692,0.7423076923076923,1.575929231296337,1040,,,,
S03,svm_rbf,2.0,scale,0.6865384615384615,0.5738148434264974,0.5434377893960636,0.5783708630190307,0.5987810224748262,0.8759615384615385,0.9461538461538461,1.1915820670760064,1040,,,,
S03,svm_rbf,2.0,0.5,0.1951923076923077,0.25187393056245516,0.12429132154033788,0.07571555381890616,0.1790318072938315,0.4625,0.6105769230769231,1.5911164609349113,1040,,,,
S03,svm_rbf,2.0,2.0,0.35192307692307695,0.2,0.10412517780938832,0.0,0.0,0.4567307692307692,0.7423076923076923,1.5759306579638692,1040,,,,
S03,svm_rbf,4.0,scale,0.6817307692307693,0.5614708701857251,0.5284550411439861,0.571404204033711,0.5924633510369594,0.8798076923076923,0.9384615384615385,1.3598853175590446,1040,,,,
S03,svm_rbf,4.0,0.5,0.1701923076923077,0.23753932770326217,0.10429056103918302,0.05515259340358558,0.15447356730663278,0.46057692307692305,0.6048076923076923,1.5929917587534939,1040,,,,
S03,svm_rbf,4.0,2.0,0.35192307692307695,0.2,0.10412517780938832,0.0,0.0,0.4567307692307692,0.7423076923076923,1.5759637244054514,1040,,,,
S03,rf,,,0.7125,0.6581044126425303,0.6375030677762421,0.6143150917700873,0.6306058301816934,0.8788461538461538,0.948076923076923,0.8642224686927898,1040,200.0,,,
